,datano,꽃 이름,꽃 영문이름,꽃말,사용,생장
193,173,인동,Japanese honeysuckle,사랑의 연인,"인동은 잎이나 꽃에 Luteolin이나 Inositol 같은 성분이 함유되어 있어 약용으로 이용되기도 하지만, 반 상록성인 덩굴성(줄기가 오른쪽으로 감아 올라감)으로 잎 모양이 좋고 6∼7월에 백색으로 피는(완전히 핀 후 노란색으로 됨) 꽃 모양이 아름다울 뿐만 아니라, 9∼10월에 검은 색으로 익는 열매도 보기가 좋아 울타리나 정원, 화단용 등 관상용으로 적합하다. 특히 추위나 공해에 강하기 때문에 도로변에 조경용으로 감고 올라갈 수 있는 적당한 지지대를 설치하여 심어도 좋다.","가정에서 분화로 이용할 때는 봄에 신초가 나오는 줄기를 잘라 깨끗한 모래에 꽂고 습기를 충분히 유지시켜 주면 새 뿌리가 나오는데, 뿌리가 충분히 나온 후 두 세포기를 하나로 하여 적당한 크기의 화분에 심어 관리하면 된다. 어느 정도 자라면 줄기 유인을 위하여 지주대를 꽂아 줄 필요가 있다."
194,172,엉겅퀴,Japanese thistle   ,건드리지 마세요,"엉겅퀴는 화단용으로도 쓸 수 있으며, 어디든 잘 자라기 때문에 도로 양편 경사면의 녹화용으로도 쓸수 있다. 시골에서 어린순은 나물로 먹으며, 성숙한 것은 약용으로도 쓰인다고 한다.","자연상태에서 그대로 둬도 잘 자라지만 화단에 기를 때는 한 곳에 여러가지를 모아심는 것이 좋다. 봄에 뿌리줄기로부터 나오는 어린포기를 옮겨 심어도 되며, 종자에서 떨어져 나온 어린포기를 옮겨 심어줘도 된다."
195,171,알리움,Onion,무한한 슬픔,"알리움은 채소 외에도 분화나 화단 또는 꽃꽂이용 소재로도 애용되는 관상용 식물이다. 꽃이 피는 시기도 매우 다양해 봄, 여름, 가을에 피는 것들이 각각 있다. 꽃색도 다양한 편으로 분홍, 진분홍, 연청색, 보라, 노랑, 진보라 등이 있다. 산마늘이나 참산부추, 두메부추 등의 자생 알리움은 고급 산채용으로 이용되기도 하지만 음지나 반음지 등 노지 화단용으로도 많이 쓰인다.",알리움류는 뿌리가 구근인 것들이 대부분이지만 근경(줄기뿌리)인 것도 있다. 구근성인 것의 번식은 대부분 하나의 구로부터 이듬해 나오는 작은 새끼구근(子球)들을 떼어 이용한다.
196,170,아프리칸매리골드,African marigold,"질투, 비애",여름 화단의 대명사로 불릴만큼 대표적인 화단용 초화류다. 화단에서 꽃을 오랫동안 관상하는 방법이 있다. 4∼5월에 모종을 사서 화단에 심으면 여름 장마 전까지 관상할 수 있다. 이후 장마 오기 직전에 지상부를 조금만 남기고 모두 잘라 준다. 그러면 장마기 동안의 습해도 방지되고 별 피해없이 자라다가 장마가 끝난 뒤 2차개화를 하게 된다. 이때부터 가을에 서리올 때까지 관상할 수 있다.,"매리골드는 추위에 약해 5℃이하가 되면 생육이 멎고, 0℃이하에서는 얼어 죽는다. 봄에 묘종을 사다 심으면 가을까지 화단을 장식한다. 꽃이 노란색과 빨간색으로 한정되어 있는 것이 단점으로 색의 조화를 위해 장소에 따라 살비아, 아게라텀 등과 함께 심으면 좋다."
197,169,딸기,Strawberry,"질투, 시기",딸기는 신선채소 중의 하나로써 생과로 먹는 과채류로 유명하지만 요즘은 꽃이 분홍색 등 유색인 관상용 품종들도 많이 나오고 있다. 정원에 심어두면 지면을 쉽게 덮기 때문에 지피용으로 좋으며 꽃이나 잎 모양이 좋아 분화용으로도 손색이 없다. 분에 심어 테라스 같은 곳에 두고 아래로 늘어뜨려도 좋다. ,"번식은 원 포기 측면에서 나오는 포복지를 떼어 다시 어른포기로 만드는 것이 보통이다. 현재 재배품종인 Pink Panda라는 것은 F. indica에서 유래된 것으로 꽃이 선명한 핑크색인데, 포복지 발달이 좋아 화단용으로 특히 우수한 품종이다."
198,168,아게라텀,Maxican ageratum,신뢰,"아게라텀은 줄기 아래로부터 곁가지의 발생이 많아 초형이 둥글며 키는 20∼70cm 정도이다. 줄기에 1.5cm 정도의 작은 꽃이 화방상으로 피며 꽃색은 청색 계통이 주를 이루고 연분홍색과 흰색이 있다. 화단에 심을 때는 20∼25cm 간격으로 심는다. 아게라텀만을 화단에 집단적으로 심을 수도 있지만 꽃색이 한정되어 있으므로 프렌치메리골드, 채송화, 살비아 및 백일홍 등과의 조화를 갖추어 심는 것이 좋다. 아게라텀은 서늘한 온도에서 꽃이 잘 피고 강한 직사광선에서는 꽃색이 퇴색되는데 특히 흰색 및 분홍색 품종이 심하다. ",아게라텀은 화단용 초화로서 우리나라에서는 봄부터 가을까지 꽃이 피지만 여름철 고온기에는 꽃이 잘 피지 못하고 서리가 내리면 얼어 죽는다. 생육적온은 15∼25℃ 정도이고 10℃ 이하와 30℃ 이상이면 생육이 어렵다. 물 빠짐이 좋고 약간 그늘진 곳에서 잘 자란다. 밑거름으로 유기물을 주로 이용하고 화학비료는 생육상태를 보아가며 주는 것이 좋다. 질소 끼가 많으면 잎만 무성해지고 꽃이 불량해진다. 
199,167,아가판서스,African blue lily,"사랑의 편지, 사랑의 소식, 사랑이 찾아옴","아가판서스의 꽃은 여름철에 피는데, 대부분 보라색이며 백색인 것도 있다. 포기 가운데서 꽃대가 올라와 꽃대 끝에 깔대기나 종 또는 트럼펫 모양의 작은 꽃들이 둥글게 모여 핀다. 품종개발도 꽤 되어 있으며 개량된 원예품종들은 야생원종에 비해 추위에 잘 견딘다. 꽃꽂이나 화단용으로 적합하지만 분화용으로도 기른다.","번식은 종자파종이나 포기나누기에 의하는데, 종자를 뿌리면 2-3년 뒤 꽃이 피므로 보통은 알뿌리를 봄에 나눠 번식한다. 재배토양은 배수가 잘되는 비옥한곳으로 어느정도 습기를 유지하는 곳을 좋아하며 햇볕은 잘 드는곳이 좋다. 겨울에 추운 곳에서는 뿌리의 월동을 위해 짚 같은 것으로 위를 덮어주는 것이 바람직하다. 봄부터 여름에 꽃이 필때까지 한 달에 한번정도 액비를 주는 것이 좋다. "
200,166,수국,Hydrangea,"냉정, 무정, 거만 ","수국은 꽃 모양이 청초하고 잎 모양이 좋으며 키가 크지 않아 주로 정원용으로 이용되며, 키가 작은 품종이나 또는 생육을 억제시켜 분화용으로도 일부 재배되고 있다. 지금이 한창 꽃이 피기 시작할 때로 7월 중순까지 꽃을 관상할 수 있다.","꽃색이 매우 다양하다. 흰색, 노랑색, 청색, 분홍색, 적색에 이르기까지 거의 모든 색이 있다. 수국은 꽃 모양에 따라 가운데 작은 꽃들이 밀집되어 있고 주변에 큰 꽃들이 있는 Lacecaps계와 전체가 동일한 크기의 꽃으로 꽃 모양이 공처럼 보이는 Hortensia계(사진)가 있다. 봄에 새로 나오는 신초를 잘라 삽목하여 번식한다. 삽목후 보통 20일정도 지나면 새뿌리가 내린다."
201,165,분꽃,"Four o'clocks, Marvel of Peru","소심, 수줍음",꽃이 저녁에 피어 이튿날 아침에 오므려지며 꽃에 향기가 있다. 화단이나 울타리용으로 흔히 심는다. 한 여름부터 피기 시작하여 가을까지 계속 피기 때문에 화단용으로 좋으며 꽃 모양이나 화기구조를 관찰하는데 초중고등학생들의 학습용으로 많이 쓰인다. 한 꽃 안에 두 가지 색이 반쯤 섞여 피는 것도 있다.,심을 곳은 볕이 잘 들고 물 빠짐이 좋으며 약간 거름기가 좀 있는 것이 좋다. 대부분 일년생이지만 영년생으로 자라는 것도 있다. 영년생인 것들은 추위에 비교적 강한 편이지만 중부 이북에서 겨울을 잘 넘기려면 서리오기 전에 짚 같은 것으로 덮어주는 것이 안전하다. 종자번식이 잘 되므로 씨앗을 뿌리는 것이 좋다. 종자가 저온 발아성으로 발아적온은 13∼18℃이다. 따라서 이른 봄 서리가 지난 뒤 화단에 바로 뿌리고 싹이 나올 때까지 물 관리를 잘해 주면 된다. 대량생산을 위해서는 환경이 조절되는 온실에서 플러그트레이 같은 곳에 파종하여 육묘한다.
202,164,부들,Cattail,거만,"부들은 주로 꽃꽂이하는 사람들이 소재로 이용하고 있다. 특히 꽃대의 수명이 길어 장기간 전시할 때 적당하다. 정원이나 공원의 연못정원용으로도 훌륭한 소재이다. 최근 하천의 오염방지나 환경복원을 위해 수생식물들이 많이 이용되고 있는데, 부들은 생육이 왕성하고 번식력이 강한데다 볼거리도 주기 때문에 많이 이용될 것으로 생각된다.",우리나라 전역의 습지에서 잘 월동한다. 충분한 햇볕이 드는 연못이나 습지가 최적지이다. 씨앗으로도 번식이 되지만 성묘가 되려면 오랜 기간이 걸리기 때문에 포기나누로 번식한다.
203,163,버베나,Verbena,단결,화단용 일년초로 많이 이용되는데 키가 작아 화단 앞부분에 모아 심어두면 좋다. 가정에서 실내 분화용으로도 기른다. 종종 화분에 심어 베란다나 발코니에 두고 관상하기도 한다.,"버베나는 배수가 잘 되고 햇볕이 잘 드는 곳을 좋아한다. 음지에 심으면 꽃이 전혀 피지 않는 경우도 있다. 보통 버베나라고 하면 교잡되어 나온 원예종을 뜻하는 것으로, 크게 직립성과 줄기가 감기는 덩굴성으로 구분된다. 종자로 번식하며 이른 봄에 종자를 뿌려 여름부터 늦가을까지 꽃은 관상한다."
204,162,백합(나리),Lily,"순결, 깨끗한 마음","백합은 대부분 꽃다발, 신부부케, 꽃바구니 등 꽃꽂이나 화훼장식용으로 쓰인다. 대체로 향기가 강하고 꽃이 크고 아름다워 주재료로 이용된다. 식물원이나 공원, 전원주택의 정원 같은 곳에서는 화단용으로 종종 애용된다. 우리 자생종과 함께 백합 품종들을 함께 심어두면 여름내내 정원에서 백합을 즐길 수 있다. ",나리는 가을에 심는 구근류로 구근이 저온을 받아야 잘 개화한다. 가을에 심기 전에 구근의 내부에서는 잎이 형성된다. 봄에 지상으로 싹이 나오고 잎이 20-30매 정도 되면 꽃눈이 분화한다. 나리는 보통 추위에 강한 편이며 여름에는 서늘하고 통풍이 잘되는 곳을 좋아한다. 
205,161,미나리아재비,"Buttercup, Crowfoot",말의 발자국,"미나리아재비 종류는 어느 정도 습기가 있는 곳에서 잘 자란다. 그러니 연못화단 주변에 심으면 좋으며, 키가 작고 꽃 모양이 앙증스러워 압화나 건조화 소재로도 흔히 이용된다.",봄이나 가을에 포기나누기로 번식하는 보통이다. 씨앗으로도 잘 번식될 것으로 보이지만 이에 대한 상세한 실험결과는 없다. 
206,160,메꽃,Sea bindweed   ,서서히 깊숙이 들어가다.,가정에서 화단에 한 두 포기 심고 지주를 만들어 주면 여름철 관상용으로 꽃도 예쁘지만 바닷가 모래밭에 흔히 나는 갯메꽃 같은 것은 잎 모양도 좋다. 땅속줄기들은 맛이 있어 이른 봄에 캐 밥에 넣어 먹는다고도 한다.,씨앗을 따서 뿌려도 쉽게 싹이 나온다. 땅속줄기를 잘라 꽂으면 마디마다 새뿌리가 나와 쉽게 정착한다. 큰 나무 아래처럼 오전에 약간 그늘진 곳에서 잘 자란다. 갯메꽃 같은 것은 그늘이 적어도 잘 자란다.
207,159,동자꽃,"Campion, Catchfly",나의 진정을 받아 주세요.,동자꽃류는 꽃이 크고 붉은 계통의 색이 많아 분화나 화단용으로 한창 많이 이용되고 있는 자생화 중의 하나이다. 주로 이용되고 있는 것은 우단동자꽃과 동자꽃으로 반 그늘진 곳의 화단이나 공원에 많이 쓰이고 있다.,"씨앗으로도 잘 번식된다. 익으면 따서 바로 뿌리면 일주일 정도 지나 거의 대부분 발아된다. 삽목은 꽃이 피기 전에 줄기를 잘라 삽목상에 꽂으면 되며, 뿌리는 봄이나 가을에 눈이 붙도록 하여 쪼개 심으면 된다. 농촌진흥청에서 육성한 품종(지중해 연안에서 수집하여 선발)으로 '분홍우단동자'와 '흰우단동자'가 있으며 아파트 조경 및 가정 화단용으로 많이 쓰이고 있다. 강원도농업기술원에서 육성한 '재영'과 '희선'이라는 품종도 있다."
208,158,이팝나무 ,Chinese fringe tree,충절,이팝나무는 길가 가로수로 많이 심긴다. 얼마전 서울시내에서도 1가구 이팝나무 1주심기 운동을 벌일 정도로 도로변에 많이 심었다. 늦은 봄이나 초여름 만개기에 보면 전체가 꽃으로 하얗게 덮혀있어 장관이다. 정원수로도 좋다.,추위에 강해 전국 어디서든 월동에 별 문제없이 이용할 수 있다. 햇볕이 하루종일 잘 드는 곳이 좋다. 씨앗을 땅에 묻어두었다 봄에 뿌리면 다음 해 싹이 난다. 여름철 습도가 높을 때 새로 나온 가지를 잘라 번식한다.
209,157,도깨비부채,Rodgersia,"행복, 즐거움",원래가 고산성식물이라 햇볕이 내려쬐는 평지에서는 이용이 어렵다. 정원에 심는 경우에는 충분한 그늘을 만들어 시원하게 해줘야 한다. 꽃이나 잎 모양이 좋고 군락을 이루며 자라기 때문에 관상가치는 뛰어나다. 물가에서 잘 자라기 때문에 습지식물로써 이용도 가능할 것 같다.,음지에 대한 적응성은 강하지만 건조에는 약하므로 충분한 그늘이 있고 습기 유지가 잘 되는 곳에 심는다.
210,156,꽃창포,Japanese iris,"우아한 마음, 좋은 소식","연못 주변이나 공원, 자연학습장, 일반 정원 등지에 흔히 심겨지고 있다. 최근 각 지방자치단체에서 도심 내 오염된 하천을 살리기 위해 하천 내 생활오폐수의 유입을 차단하고 하천을 공원화하는 사업들을 많이 펼치고 있는데, 수로 주변에 붓꽃이나 꽃창포 등을 식재하므로써 경관 조성은 물론 수질개선에도 상당한 효과를 보고 있다.","원래 습지를 좋아하지만 건조한 곳에서도 잘 자란다. 습기가 많은 수로 주변이나 연못화단의 수변, 조경석 사이에 모아심기하면 관상가치가 뛰어나다."
211,155,꼬리조팝나무,Willowleaf spiraea,은밀한 사랑,"조경용으로 많이 이용되고 있는데, 도로변이나 개울가 주변, 정원의 울타리용으로 쓰인다. 가정의 정원에서 기르면 꽃이 활짝 폈을 때 잘라 꽃꽂이용으로 이용해도 좋다.",조팝나무는 음지에는 약하지만 추위에 강하고 맹아력(싹이 나오는 힘)이 좋으며 생장속도가 빠르다.
212,154,섬말나리,Ulreungdo lily,더 이상 고귀할 수 없다.,다른 나리보다 개화기간이 길어 관상가치가 더하다. 네델란드에서는 우리의 자생나리를 이용한 다양한 연구가 진행되고 있다. 특히 섬말나리의 진노랑화색은 그들에게 없는 색감이라 더 주목받고 있다. 우리가 주체가 되어 우리 것을 보존 개발해야 함이 절실하다.,종자번식이 잘되지만 씨앗을 뿌리면 참나리처럼 3년은 지나야 꽃이 핀다. 인편삽으로 번식해 가는 것이 보통이다. 음지에서 견디는 힘이 강하기 때문에 정원에 심을 때는 그늘을 만들 수 있는 나무 밑에 심어 해가림을 해줘야 한다.
213,153,글라디올러스,Sword lily,"밀회, 조심","글라디올러스는 대부분 절화용으로 이용되고 있는데, 꽃이 크고 화려해 많은 원예품종들이 개발되어 있으며, 꽃의 칼라도 청색 빼고는 거의 모두 있을 정도로 다양하다.",주로 품종을 개발하는 나라는 미국과 네덜란드로써 우리나라에서는 주로 네델란드에서 구근을 사다쓰고 있다. 주로 봄에 심어 여름에 개화하는 형이지만 최근 재배기술의 발달로 거의 연중 꽃을 생산할 수 있다.
214,152,플록스,Annual phlox,내 가슴은 정열에 불타고 있습니다.,플록스는 그동안 화단용 품종들이 주류를 이루었으나 최근에는 키가 작은 분화용 품종들도 공급되고 있다. 품종에 따라 차이가 있지만 꽃이 화려하기 때문에 꽃을 잘라서 절화용으로도 이용된다. 달콤한 향기가 있어 향수의 베이스로도 쓰인다.,"일년생인 것들은 8-9월의 초가을에 씨앗을 뿌려 이듬해 여름에 피는 추파일년초로 취급된다. 반면에 다년생인 것들은 포기나누기나 눈꽂이삽목 또는 뿌리삽목 방법으로 번식한다. 일장에 의해 개화기를 조절할 수 있는데, 장일에서 개화가 유도 촉진되는 장일성식물이다. 물이 잘 빠지는 모래섞인 땅에서 잘 자란다."
215,151,패랭이꽃,Chinense pink,정절,요즘 흔히 도로변에 관상용으로 심겨진 것을 볼수 있다. 꽃 모양이 좋고 키가 크지 않아 화단 및 분화용으로 많이 이용된다. 꽃색도 개량되어 여러가지가 나오며 연중 꽃이 피는 사계성인 것들도 있다. 자생 패랭이류 중 술패랭이(왜성)는 최근 도로변 관상용으로 많이 이용되는 추세다.,추위에 강해 전국 어디서든 월동에 별 문제없이 이용할 수 있다. 패랭이꽃은 전년도 가을에 씨앗을 뿌려 6월경에 꽃을 보는 추파일년초로 취급된다.
216,150,태산목,Southern magnolia,위엄,"주로 공원이나 유원지 등의 조경수로 많이 쓰이는데, 식재공간이 충분히 넓어야 한다. 정원이 좁으면 성목으로 성장한 뒤 다른 식물과 뒤엉킬 우려가 있기 때문이다. 관상수로서의 시장은 남쪽에만 국한되는 만큼 수요가 많은 편은 아니지만 고급 관상수에 속한다. 잎은 꽃꽂이 소재로 많이 이용된다.","염분이 있는 해풍에도 강하므로 해변의 공원이나 유원지, 관광지 등지에서도 좋으며, 공기오염에도 저항력이 강해 도시나 공장지대에서도 이용이 가능하다. 추위에는 약한 편이라 중부 이북에서는 월동이 어려운 것이 단점이다."
217,149,클레마티스,Leather flower,"고결, 아름다운 마음",실내에서 분화용으로도 재배된다. 덩굴모양으로 뻗은 줄기가 마치 철사처럼 가늘고 단단하다는 것이다. 그래서 서양에서는 오래전에 밧줄대신 쓰였다고 한다. 뭔가를 감고 올라가는 것을 좋아하기 때문에 보통 정원에서는 지주를 만들어 준다.,봄에 신초 생육이 왕성할 때 당년에 나온 새로운 가지에 눈을 2-3개씩 붙여 삽수를 만들어 삽목한다. 장마철 습도가 높을 때 삽목해도 뿌리가 잘 내린다.
218,148,노루오줌,Chinese spiraea,쑥스러움,서양에서 개발된 원예종을 수입하고 있는 실정이나 자생종 이용도 활발해지고 있어 재배가 늘고 있다. 한 두 포기 심는 것 보다는 군식하는 것이 보기 좋다. 식물원에 가보면 여러가지 꽃색의 노루오줌을 볼 수 있다.,햇빛이 들거나 약간 그늘진 곳 어디서든 잘 자란다. 추위에는 강하지만 더위나 특히 여름 건조에는 많이 약하다.
219,147,카네이션,Carnation,"여성의 애정, 모정",카네이션은 연중 이용할 수 있는 꽃꽂이용임에도 불구하고 우리나라에서는 아직까지 어버이날이나 스승의 날에만 쓰는 꽃으로 알려져 있다. 세계 주요 절화 중에 하나이며 소형종은 분화용으로도 인기가 있다.,양지바른 곳에서 자라며 중부지방에서 노지월동은 힘들다. 카네이션보다는 카네이션의 조상인 석죽(패랭이꽃류)을 기르면 좋다. 특히 자생 술패랭이꽃 같은 것은 전국 어디서든 잘 자라며 개화기에 꽃향기는 가히 일품이다.
220,146,찔레,"Multiflora rose, Brier rose",온화,찔레는 일반 가정에서 울타리용으로도 쓰기도 하지만 병해에도 강하고 생육이 강건해 장미를 재배할 때 장미의 병충해 저항력을 키우기 위해 접목용 대목으로 쓰기도 한다. 농촌진흥청에서는 장미대목으로 가시가 없는 '찔레원예1호'와 특히 선충에 강한 '선강찔레'를 육성하여 장미농가에 보급한 바도 있다. 정원에 심으면 6월에 피는 하얀 꽃도 예쁘지만 요즘부터 빨갛게 달리기 시작하여 겨우 내내 빨간 열매를 볼 수 있게 해 준다.,"가정에서는 정원용으로 기른다. 물 빠짐이 되고 햇볕이 좀 드는 곳이면 어디서든 잘 자란다. 몇 그루를 모아심기 해두면 꽃, 잎, 열매까지 연중 내내 관상할 수 있다. 씨앗으로 번식하려면 종자를 따서 노천에 묻어 두었다가 봄에 뿌린다. 뿌리 주변에서 나오는 맹아를 포기로 하여 포기나누기를 하며, 당년에 새로 나온 줄기를 삽목하여 증식하기도 한다. 다소 척박한 곳에서도 잘 자라므로 전국 어디서든 기를 수 있다."
221,145,대나무,Bamboo,정절,위로 곧게 뻗은 줄기도 좋지만 잎 모양이 좋아 시원한 느낌을 주어 관상용으로 애용되고 있다. 주로 노지에 심어 왔으나 몇 해 전부터는 분화용으로도 소개되고 있다.,대나무는 심을 때 주변 여건을 충분히 고려해서 심어야 한다. 뿌리가 사방으로 맹렬하게 번식하기 때문에 일대가 온통 대나무 밭이 될 우려가 있기 때문이다.
222,144,산마늘,Alpine leek,마음을 편하게 가지세요.,"식물의 모든 부위를 이용할 수 있다. 예로부터 구황식물, 약용으로 이용되어 왔으며 요즘은 호텔을 중심으로 고급 쌈 채소용으로 쓰이고 있다. 우리 생활에 웰빙문화가 자리를 잡으면서 건강식으로 개발하여야 할 소중한 우리 자산이다.",대량번식일 경우는 종자번식이 용이하지만 잎의 신장속도가 워낙 느리기 때문에 몇년 지나서부터나 수확이 가능하다. 분주로도 쉽게 번식되지만 종근 구하기가 쉽지 않다. 고산성식물이므로 여름과 같은 고온과 습한 환경에서는 잘 자라지 못하고 바람이 잘 통하며 반 그늘진 곳에서 잘 자란다.
223,143,뻐꾹채,null,나그네,"약용, 분화용, 관상용으로 쓰이며 분에 심을 때는 뿌리가 크므로 큰 화분이 좋다. 어린줄기의 껍질을 벗겨 식용하기도 한다. 꽃대가 곧고 길어 절화용으로도 가능하나 개화기간이 짧다. 생육이 왕성하므로 척박지 조성용이나 절개사면 녹화용으로 이용해볼만 하다. 꽃 모양이 좋아 어버이날 많이 쓰는 카네이션을 우리 뻐꾹채로 대체해 보자는 노력도 있다.",어느 곳이든 잘 자라나 햇빛이 잘 들고 물빠짐이 좋아야 한다. 뿌리가 할미꽃처럼 굵고 깊게 자라므로 이식하는데 어려움이 있다.
224,142,불두화,Snowball tree,"은혜, 베품",정원수로 쓰이며 열매를 맺지 않는 상징적 의미 때문인지 사찰에 많이 심겨져 있다. 꽃이 공처럼 아름다워 꽃꽂이용 소재로도 종종 이용된다.,번식은 꺾꽂이나 접붙이기로 한다. 햇빛이 잘 드는 곳이나 반그늘에서도 잘 자라며 노지월동도 가능하다.
225,141,용머리,Dragon's head,승천,최근에 자생화가 조경용으로 많이 애용되고 있는데 용머리도 그중의 하나다. 용머리는 특히 꽃색이 파란색으로 초여름 무더워지기 시작하는 때라 화단용으로 시원한 느낌을 준다. 석회암지대의 식생 복원용으로 쓰기도 하며 전초와 잎은 약용으로도 쓰인다. 꿀이 많은 밀원식물이기도 하다.,"종자번식이 가능하며 햇빛이 잘 드는 곳을 좋아한다. 내한성, 내건성은 있지만 습한 곳에서의 생육은 좋지 않다."
226,140,장미,Rose,"열렬한 사랑, 질투, 순결","1867년 이전에는 고대 장미시대로 오래된 정원 등지에 전통적으로 정원장미가 주로 개발 이용되었으나, 이 후는 현대 장미시대로 정원용은 물론 절화용으로 개발되기 시작하여 오늘에 이르고 있으며 세계 3대 절화중의 하나로 자리 잡았다.최근에 개발되는 품종들은 절화용이나 분화용 품종들이 주류를 이루고 있다.현재 우리가 기르고 있는 농작물 중에서는 단위면적당 소득성이 가장 높은 작물로써, 300평당 천만원 이상의 조수익을 낼 수 있다. 이 때문에 우리나라의 장미재배면적은 꾸준한 증가세를 보이고 있으며, 90년대에 들어서면서 각종 재배기술의 발달로 생산성이 높아져 더욱 급속한 발전을 하고 있다.",최근에는 양액재배와 같은 고도의 영농기술들이 개발되면서 품질이나 수량 면에서 과거에 비해 현저한 차이를 보이고 있어 어느 재배자가 어떤 재배기술로 장미를 생산하느냐에 따라 결과물이 크게 달라지는 경쟁시대에 접어들고 있다.
227,139,작약,Peony,수줍음,"우리나라에서는 뿌리를 약용으로 쓰려고 주로 재배되어 왔으며, 꽃이 화려하고 아름다워 최근 관상용으로 개발하려는 노력들이 진행 중이다. 모란이 나무라면 작약은 풀이다.","꽃은 5∼6월에 피는데 단일(밤의 길이가 낮의 길이보다 짧은)에서 꽃눈이 분화하는 단일성식물이다. 추위나 음지에 대한 적응성이 좋으나 따뜻한 곳이 좋다. 씨앗은 이른 봄이나 가을에 뿌리며, 포기나누기는 가을에 눈을 2-3개씩 붙여 나눠주면 이듬해 꽃이 잘 핀다."
228,138,은방울꽃,Lily-of-the valley,틀림없이 행복해 집니다.,은방울처럼 피는 꽃도 예쁘지만 잎 모양도 좋아 자생화 중에서는 고급 분화용으로 취급된다. 향기가 짙어 향수의 원료로 쓰이지만 꽃에 독성이 있으므로 조심한다.,"재배는 그리 흔치 않다. 워낙 증식율도 낮고, 씨앗을 뿌리면 만 3년은 지나야 꽃이 피기 때문이다. 일반 가정에서 분화용으로 재배하는 경우 어느 정도 광선은 필수적이지만(실내는 워낙 광도가 낮기 때문), 평지의 햇볕이 쨍쨍거리는 곳에선 견디질 못한다. 은방울꽃은 지하경(땅속줄기)의 마디를 잘라 번식하는데 일반 가정에서도 시도해 볼 수 있다."
229,137,개오동나무  ,Japanese catalpa,고상,"가볍고 재질이 좋아 가구로 많이 쓰였으며 완충력도 좋아 귀중한 물건을 보관하는 상자로도 쓰인다. 또한 소리를 전달하는 성질이 있어 악기를 만들기도 했다.우리 옛 노래에 '오동동 타령'이나 화투 패(11월, 보통 '똥'이라 함)에도 나오는 걸 보면 오래 전부터 우리 조상들은 이 식물을 많이 애용한 것 같다.",따뜻한 곳에서 잘 자라지만 중부지방에서도 월동이 가능하다. 물 빠짐이 좋고 바람이 적은 곳이 자라기 좋다. 가지치기를 한 부분이 부패하기 쉬우므로 하지 않는 것이 좋으며 할 경우는 소독된 도구를 이용한다.
230,136,스타티스,"Statice, Sea lavender",영원한 사랑,스타티스는 최근 절화용으로 많이 재배하고 있어 꽃시장에서 쉽게 볼 수 있다. 현재 재배되는 것들은 대부분 신품종들인데 꽃색이 매우 다양하고 꽃 수명도 긴 편으로 절화용이나 장식용 소재로 매우 우수하다. 건조화나 압화소재로도 많이 이용되고 있다. 점차 재배가 늘고 있는 화훼류 중 하나이다.,종자번식이 용이하며 원산지에서는 영하 6℃까지는 견디는 내한성을 지니고 있다.
231,135,붓꽃,Siberian iris,"좋은 소식, 사랑의 메시지","자생 붓꽃류는 추위뿐만 아니라 더위에도 무척 강해 최근 조경용으로 많이 이용된다. 서양에서는 가정의 화단이나 조경용, 특히 연못이나 호수 주변처럼 습한 곳의 경관조성을 위해 많이 쓰인다. 우리나라에서도 최근 공원, 자연학습장, 일반 정원 등지에 많이 식재되고 있다. 특히 습지나 하천 변, 도심 속 냇가 등처럼 물이 많은 곳 주변에 심으면 잘 어울리는 식물이다.",붓꽃은 종자에 휴면성이 없기 때문에 완전히 성숙한 뒤 따서 뿌려도 발아가 잘 된다. 종자를 저온보관해서 연중 어느 때 파종해도 좋다. 비교적 빛을 좋아하는 식물이지만 약간 그늘진 곳에서도 잘 견딘다.
232,134,백합나무(튤립나무),"Tulip tree, Yellow poplar",조용,대체로 모양이 버즘나무(플라타너스)와 비슷하게 생겼는데 수피가 완전히 다르다. 공해에 강해 도로변이나 공원 등 관상수로 많이 쓰인다. 가을철에 잎이 노랗게 물들면 단풍으로도 매우 좋다.,생장이 매우 빠르며 30M까지 자란다. 추위에 잘 견뎌 우리나라 전역에서 자라며 옮겨 심는 것은 매우 싫어한다. 종자로도 흔히 번식한다.
233,133,물푸레나무,Korean ash,겸손,물가에 관상용으로 심으면 잘 어울린다. 물푸레나무의 줄기껍질은 약용으로 이용된다. 나무의 재질이 단단하며 탄력이 좋아 악기나 운동용구 또는 농기구의 재료로 쓰이기도 한다.,"어느 정도 습기가 있고 중성토양이며 볕이 잘 드는 곳에서는 어디서든 잘 자란다. 종자번식도 잘 되는데, 종자는 자연조건에서 겨울을 나게 하거나 저온에 2-3개월간 저장한 뒤 파종하면 잘 발아한다."
